TRANSACTION_DATE,DAY_OF_MONTH,DAY_NAME,MONTH_NAME,MONTH_ID,NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCTS,NUMBER_OF_SHOPS,TIME_BUCKET,DAY_CLASSIFICATION,SUM(TRANSACTION_QTY*UNIT_PRICE),STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,2.5,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,3.5,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,2.5,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,3.1,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,2.5,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,5,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Afternoon,Weekday,12.4,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,1.6,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,3,Hell's Kitchen,Bakery,Oatmeal Scone,Scone
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,3.5,Astoria,Bakery,Croissant,Pastry
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,14,Astoria,Branded,I Need My Bean! Latte cup,Housewares
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Afternoon,Weekday,2,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4.4,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.5,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,15,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,7.5,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,7.5,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,9.3,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,7,Astoria,Bakery,Chocolate Chip Biscotti,Biscotti
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,5,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,7,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,7,Astoria,Bakery,Croissant,Pastry
4/15/2023,15,Sat,Apr,23Y04,3,1,1,Evening,Weekday,10.2,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,3,1,1,Evening,Weekday,9.75,Hell's Kitchen,Bakery,Ginger Scone,Scone
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,11.25,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.45,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
4/15/2023,15,Sat,Apr,23Y04,3,1,1,Evening,Weekday,9,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.5,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,6,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.75,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.5,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,13.5,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.75,Lower Manhattan,Bakery,Almond Croissant,Pastry
4/15/2023,15,Sat,Apr,23Y04,4,1,1,Evening,Weekday,21.7,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.75,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,5.1,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4.4,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,9,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,6,Astoria,Bakery,Oatmeal Scone,Scone
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,6,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,11.25,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.75,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,6,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,8.5,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,1.6,Hell's Kitchen,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.5,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Lower Manhattan,Bakery,Oatmeal Scone,Scone
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.5,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,7,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,7.5,Hell's Kitchen,Coffee,Latte,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4.5,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.5,Lower Manhattan,Bakery,Ginger Biscotti,Biscotti
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.25,Lower Manhattan,Bakery,Cranberry Scone,Scone
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.2,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,18,Astoria,Coffee beans,Brazilian - Organic,Organic Beans
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,9,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,3,1,1,Evening,Weekday,14.25,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.1,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,8.5,Astoria,Coffee,Latte Rg,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,0.8,Astoria,Flavours,Chocolate syrup,Regular syrup
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3,Astoria,Tea,Earl Grey Lg,Brewed Black tea
4/15/2023,15,Sat,Apr,23Y04,2,1,1,Evening,Weekday,10,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.5,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,6,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,6,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4.25,Astoria,Coffee,Cappuccino Lg,Barista Espresso
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,7,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.5,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,4.9,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,3.1,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4/15/2023,15,Sat,Apr,23Y04,1,1,1,Evening,Weekday,2.5,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,2.5,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,9,1,1,Morning,Weekday,33.75,Lower Manhattan,Bakery,Chocolate Croissant,Pastry
4/16/2023,16,Sun,Apr,23Y04,9,1,1,Morning,Weekday,30,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,15,Lower Manhattan,Coffee,Latte,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,0.8,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,8,1,1,Morning,Weekday,32.5,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,16.25,Lower Manhattan,Bakery,Cranberry Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,3,Lower Manhattan,Coffee,Espresso shot,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,4.8,Lower Manhattan,Flavours,Chocolate syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,11,1,1,Morning,Weekday,52.5,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,37.5,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,6,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,17.5,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,10.95,Lower Manhattan,Loose Tea,Spicy Eye Opener Chai,Chai tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,20.4,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,9.75,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,18,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,15,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,12.75,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,5.6,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,33.75,Hell's Kitchen,Coffee,Latte,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,22,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,21,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,22.5,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,24,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,3,Lower Manhattan,Bakery,Oatmeal Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,28,Lower Manhattan,Branded,I Need My Bean! Latte cup,Housewares
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,4.8,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,8,1,1,Morning,Weekday,30,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry
4/16/2023,16,Sun,Apr,23Y04,9,1,1,Morning,Weekday,32.5,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,10,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,42,Hell's Kitchen,Branded,I Need My Bean! Latte cup,Housewares
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,30,Hell's Kitchen,Coffee,Cappuccino,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,18.75,Hell's Kitchen,Bakery,Almond Croissant,Pastry
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,37.5,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,8,1,1,Morning,Weekday,27,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,1.6,Hell's Kitchen,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,12.25,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,4.4,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,15,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,11.25,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,8,1,1,Morning,Weekday,42,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,22.5,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,21.3,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,22.5,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,15,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,6,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,17.5,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,25.5,Lower Manhattan,Coffee,Latte Rg,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,6.4,Lower Manhattan,Flavours,Carmel syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,21.7,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,20,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,17,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,1.6,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,12,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,9.5,Hell's Kitchen,Loose Tea,Morning Sunrise Chai,Chai tea
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,25,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,21,Astoria,Tea,English Breakfast Lg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,15,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,21.7,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,13,Hell's Kitchen,Bakery,Cranberry Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,20,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,19.75,Lower Manhattan,Coffee beans,Jamacian Coffee River,Premium Beans
4/16/2023,16,Sun,Apr,23Y04,3,1,1,Morning,Weekday,12.5,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,9,Astoria,Bakery,Scottish Cream Scone ,Scone
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,18.75,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,21,Astoria,Coffee,Espresso shot,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,8,1,1,Morning,Weekday,9.6,Astoria,Flavours,Chocolate syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,8,1,1,Morning,Weekday,24,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,15,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,21,Hell's Kitchen,Bakery,Croissant,Pastry
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,30,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,7.5,Astoria,Tea,English Breakfast Rg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,4,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,18,Hell's Kitchen,Coffee beans,Our Old Time Diner Blend,House blend Beans
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,14,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,9.5,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,24.5,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,27,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,18,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,21,Astoria,Tea,Earl Grey Lg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,33,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,29.75,Astoria,Coffee,Latte Rg,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,4,Astoria,Flavours,Carmel syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,18,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
4/16/2023,16,Sun,Apr,23Y04,10,1,1,Morning,Weekday,33,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,19.5,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,34,Astoria,Coffee,Cappuccino Lg,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,4.8,Astoria,Flavours,Hazelnut syrup,Regular syrup
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,21,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,48,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,13,Astoria,Bakery,Ginger Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,18.75,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,17.5,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,8.95,Lower Manhattan,Loose Tea,Lemon Grass,Herbal tea
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,6.6,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,17.5,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea
4/16/2023,16,Sun,Apr,23Y04,6,1,1,Morning,Weekday,27,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,5,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,6.5,Lower Manhattan,Bakery,Ginger Scone,Scone
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,33,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,17.9,Hell's Kitchen,Loose Tea,Peppermint,Herbal tea
4/16/2023,16,Sun,Apr,23Y04,7,1,1,Morning,Weekday,27.5,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea
4/16/2023,16,Sun,Apr,23Y04,4,1,1,Morning,Weekday,12.5,Astoria,Tea,Peppermint Rg,Brewed herbal tea
4/16/2023,16,Sun,Apr,23Y04,5,1,1,Morning,Weekday,27.9,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
4/16/2023,16,Sun,Apr,23Y04,2,1,1,Morning,Weekday,11.25,Astoria,Coffee,Cappuccino,Barista Espresso
4/16/2023,16,Sun,Apr,23Y04,1,1,1,Morning,Weekday,8.95,Astoria,Loose Tea,Lemon Grass,Herbal tea
